0.0 	 39.99999999999999 	 -110.0 	 0.0
0.5 	 39.99999999996328 	 -109.99990755895406 	 0.00815904442820748
1.0 	 39.99999999941248 	 -109.99963023581624 	 0.03263617771282992
1.5 	 39.99999999702571 	 -109.99916803058657 	 0.07343139985386732
2.0 	 39.99999999059977 	 -109.9985209432651 	 0.1305447108513197
2.5 	 39.999999977050216 	 -109.99768897385205 	 0.203976110705187
3.0 	 39.99999995241133 	 -109.99667212234775 	 0.2937255994154693
3.5 	 39.99999991183612 	 -109.99547038875289 	 0.39979317698216654
4.0 	 39.99999984959631 	 -109.9940837730686 	 0.5221788434052788
4.5 	 39.99999975908237 	 -109.99251227529656 	 0.6608825986848059
5.0 	 39.999999632803494 	 -109.99075589543925 	 0.815904442820748
5.5 	 39.9999994623876 	 -109.9888146335001 	 0.9872443758131052
6.0 	 39.999999238581324 	 -109.98668848948375 	 1.174902397661877
6.5 	 39.99999895125008 	 -109.98437746339629 	 1.3788785083670643
7.0 	 39.99999858937793 	 -109.98188155524551 	 1.5991727079286662
7.5 	 39.999998141067735 	 -109.97920076504124 	 1.8357849963466832
8.0 	 39.99999759354105 	 -109.97633509279565 	 2.088715373621115
8.5 	 39.999996933138185 	 -109.97328453852359 	 2.357963839751962
9.0 	 39.99999614531814 	 -109.97004910224298 	 2.6435303947392237
9.5 	 39.999995214658696 	 -109.9666287839752 	 2.9454150385829005
10.0 	 39.999994124856315 	 -109.96302358374545 	 3.263617771282992
10.5 	 39.99999285872623 	 -109.9592335015833 	 3.598138592839499
11.0 	 39.9999913982024 	 -109.95525853752306 	 3.948977503252421
11.5 	 39.999989724337475 	 -109.95109869160434 	 4.3161345025217575
12.0 	 39.999987817302895 	 -109.9467539638725 	 4.699609590647508
12.5 	 39.99998570225164 	 -109.94231679538636 	 5.090018723201467
13.0 	 39.9999834179964 	 -109.9378796271861 	 5.477977855755427
13.5 	 39.99998096453718 	 -109.93344245929372 	 5.863486988309385
14.0 	 39.999978341874034 	 -109.92900529173119 	 6.2465461208633455
14.5 	 39.999975550006965 	 -109.9245681245205 	 6.627155253417304
15.0 	 39.999972588936025 	 -109.92013095768367 	 7.005314385971262
15.5 	 39.999969458661226 	 -109.91569379124266 	 7.381023518525222
16.0 	 39.99996615918263 	 -109.91125662521948 	 7.754282651079181
16.5 	 39.99996269050024 	 -109.90681945963611 	 8.12509178363314
17.0 	 39.99995905261411 	 -109.90238229451454 	 8.493450916187099
17.5 	 39.99995524552428 	 -109.89794512987676 	 8.859360048741058
18.0 	 39.99995126923081 	 -109.89350796574476 	 9.222819181295018
18.5 	 39.99994712373371 	 -109.88907080214054 	 9.583828313848977
19.0 	 39.999942809033044 	 -109.88463363908608 	 9.942387446402934
19.5 	 39.99993832512886 	 -109.88019647660337 	 10.298496578956895
20.0 	 39.9999336720212 	 -109.87575931471441 	 10.652155711510854
20.5 	 39.99992884971011 	 -109.87132215344118 	 11.003364844064812
21.0 	 39.99992385819565 	 -109.86688499280568 	 11.352123976618772
21.5 	 39.999918697477895 	 -109.86244783282989 	 11.69843310917273
22.0 	 39.999913367556864 	 -109.85801067353582 	 12.04229224172669
22.5 	 39.999907868432636 	 -109.85357351494542 	 12.38370137428065
23.0 	 39.999902200105275 	 -109.84913635708072 	 12.722660506834607
23.5 	 39.99989636257484 	 -109.8446991999637 	 13.059169639388566
24.0 	 39.99989035584137 	 -109.84026204361633 	 13.393228771942525
24.5 	 39.999884179904974 	 -109.83582488806064 	 13.724837904496486
25.0 	 39.9998778347657 	 -109.83138773331858 	 14.053997037050445
25.5 	 39.9998713204236 	 -109.82695057941216 	 14.380706169604403
26.0 	 39.999864636878776 	 -109.82251342636336 	 14.704965302158362
26.5 	 39.99985778413128 	 -109.81807627419418 	 15.02677443471232
27.0 	 39.9998507621812 	 -109.8136391229266 	 15.346133567266282
27.5 	 39.99984357102859 	 -109.80920197258263 	 15.663042699820238
28.0 	 39.99983621067356 	 -109.80476482318423 	 15.977501832374198
28.5 	 39.99982868111616 	 -109.8003276747534 	 16.28951096492816
29.0 	 39.999820982356496 	 -109.79589052731215 	 16.599070097482116
29.5 	 39.99981311439465 	 -109.79145338088244 	 16.906179230036077
30.0 	 39.999805077230704 	 -109.78701623548629 	 17.210838362590035
30.5 	 39.999796870864735 	 -109.78257909114566 	 17.513047495143994
31.0 	 39.99978849529685 	 -109.77814194788256 	 17.812806627697956
31.5 	 39.99977995052712 	 -109.77370480571898 	 18.11011576025191
32.0 	 39.99977123655567 	 -109.76926766467689 	 18.40497489280587
32.5 	 39.999762353382565 	 -109.76483052477829 	 18.697384025359828
33.0 	 39.999753301007914 	 -109.76039338604517 	 18.98734315791379
33.5 	 39.99974407943182 	 -109.75595624849953 	 19.27485229046775
34.0 	 39.999734688654385 	 -109.75151911216334 	 19.559911423021706
34.5 	 39.999725128675706 	 -109.7470819770586 	 19.842520555575668
35.0 	 39.99971539949588 	 -109.74264484320729 	 20.122679688129626
35.5 	 39.99970550111503 	 -109.73820771063141 	 20.400388820683585
36.0 	 39.999695433533255 	 -109.73377057935295 	 20.675647953237544
36.5 	 39.99968519675067 	 -109.72933344939389 	 20.948457085791503
37.0 	 39.999674790767386 	 -109.72489632077622 	 21.218816218345463
37.5 	 39.99966421558351 	 -109.72045919352195 	 21.48672535089942
38.0 	 39.999653471199174 	 -109.71602206765303 	 21.75218448345338
38.5 	 39.99964255761447 	 -109.71158494319148 	 22.015193616007338
39.0 	 39.99963147482955 	 -109.70714782015926 	 22.2757527485613
